ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/10494820.2015.1127819,Nikolaos Pellas,10.1080/10494820.2015.1127819," 

https://doi.org/10.1080/10494820.2015.1127819


",Interactive Learning Environments,3,343--360,Routledge,An exploration of interrelationships among presence indicators of a community of inquiry in a 3D game-like environment for high school programming courses," 

https://doi.org/10.1080/10494820.2015.1127819


",25,2017
article,doi:10.1080/21532974.2019.1577071,"Denise A. Schmidt-Crawford, Denise Lindstrom and Ann D. Thompson",10.1080/21532974.2019.1577071," 

https://doi.org/10.1080/21532974.2019.1577071


",Journal of Digital Learning in Teacher Education,1,4--5,Routledge,Celebrating 35 Years of JDLTE," 

https://doi.org/10.1080/21532974.2019.1577071


",35,2019
article,doi:10.1080/21532974.2023.2247308,"Denise A. Schmidt-Crawford, Denise L. Lindstrom and Ann D. Thompson",10.1080/21532974.2023.2247308," 

https://doi.org/10.1080/21532974.2023.2247308


",Journal of Digital Learning in Teacher Education,4,180--181,Routledge,AI in teacher education: What’s next?," 

https://doi.org/10.1080/21532974.2023.2247308


",39,2023
article,doi:10.1080/21532974.2022.2107321,"Denise A. Schmidt-Crawford, Denise L. Lindstrom and Ann D. Thompson",10.1080/21532974.2022.2107321," 

https://doi.org/10.1080/21532974.2022.2107321


",Journal of Digital Learning in Teacher Education,3,102--104,Routledge,Publishing trends in JDLTE: A five-year perspective," 

https://doi.org/10.1080/21532974.2022.2107321


",38,2022
article,doi:10.1080/21532974.2024.2365663,Bilal Younis,10.1080/21532974.2024.2365663," 

https://doi.org/10.1080/21532974.2024.2365663


",Journal of Digital Learning in Teacher Education,3,142--158,Routledge,Effectiveness of a professional development program based on the instructional design framework for AI literacy in developing AI literacy skills among pre-service teachers," 

https://doi.org/10.1080/21532974.2024.2365663


",40,2024
article,doi:10.1080/10511970.2016.1211204,Carl Toews,10.1080/10511970.2016.1211204," 

https://doi.org/10.1080/10511970.2016.1211204


",PRIMUS,7,707--724,Taylor \& Francis,Computational Inquiry in Introductory Statistics," 

https://doi.org/10.1080/10511970.2016.1211204


",27,2017
article,doi:10.1080/08993408.2023.2185937,Brian Dorn and Jan Vahrenhold,10.1080/08993408.2023.2185937," 

https://doi.org/10.1080/08993408.2023.2185937


",Computer Science Education,1,1--2,Routledge,Editorial," 

https://doi.org/10.1080/08993408.2023.2185937


",33,2023
article,doi:10.1080/21670811.2014.976400,Mark Coddington,10.1080/21670811.2014.976400," 

https://doi.org/10.1080/21670811.2014.976400


",Digital Journalism,3,331--348,Routledge,Clarifying Journalism’s Quantitative Turn," 

https://doi.org/10.1080/21670811.2014.976400


",3,2015
article,doi:10.1080/03098265.2016.1241987,Carl M. Sack and Robert E. Roth,10.1080/03098265.2016.1241987," 

https://doi.org/10.1080/03098265.2016.1241987


",Journal of Geography in Higher Education,1,1--23,Routledge,Design and evaluation of an Open Web Platform cartography lab curriculum," 

https://doi.org/10.1080/03098265.2016.1241987


",41,2017
article,doi:10.1080/10749039.2021.1941116,Joanne Hardman,10.1080/10749039.2021.1941116," 

https://doi.org/10.1080/10749039.2021.1941116


","Mind, Culture, and Activity",3,219--233,Routledge,Vygotsky’s decolonial pedagogical legacy in the 21st century: back to the future," 

https://doi.org/10.1080/10749039.2021.1941116


",28,2021
