ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/13803611.2021.2022319,Christian Bokhove,10.1080/13803611.2021.2022319," 

https://doi.org/10.1080/13803611.2021.2022319


",Educational Research and Evaluation,1-2,141--163,Routledge,The role of analytical variability in secondary data replications: a replication of Kim et al. (2014)," 

https://doi.org/10.1080/13803611.2021.2022319


",27,2022
article,doi:10.1080/15391523.2024.2363205,"Jeremy Zelkowski, Rebecca Odom-Bartel and Jeff Gray",10.1080/15391523.2024.2363205," 

https://doi.org/10.1080/15391523.2024.2363205


",Journal of Research on Technology in Education,0,1--21,Routledge,Examining the impact on TPACK and knowledge subcomponents in dually certifying secondary mathematics teacher candidates with a Computer Science add-on endorsement," 

https://doi.org/10.1080/15391523.2024.2363205


",0,2024
article,doi:10.1080/17518253.2023.2183781,"Mengqi Zhang, Elizabeth L. Day, Hunter McFall-Boegeman, Steven J. Petritis and Melanie M. Cooper",10.1080/17518253.2023.2183781," 

https://doi.org/10.1080/17518253.2023.2183781


",Green Chemistry Letters and Reviews,1,2183781,Taylor \& Francis,Incorporation of green chemistry into undergraduate organic laboratory using cooperative project-based experiments and case studies," 

https://doi.org/10.1080/17518253.2023.2183781


",16,2023
article,doi:10.1080/00368148.2021.12291637,"Christopher Bowen, Sarah Carlson, Lisa K. Felske, Martha Inouye, Rhonda Kerr, Rebecca Kurson, Melissa Parks, Amy Leigh Rogers and Claudia Walker",10.1080/00368148.2021.12291637," 

https://doi.org/10.1080/00368148.2021.12291637


",Science and Children,3,50--57,Routledge,Outstanding Science Tradebooks for Students K-12: 2021," 

https://doi.org/10.1080/00368148.2021.12291637


",58,2021
article,doi:10.1080/00221341.2021.2000010,Yusik Choi,10.1080/00221341.2021.2000010," 

https://doi.org/10.1080/00221341.2021.2000010


",Journal of Geography,6,232--238,Routledge,Geography Achievement and Opportunity to Learn: A Focus on Computer and Educational Technology," 

https://doi.org/10.1080/00221341.2021.2000010


",120,2021
article,doi:10.1080/00368121.2013.792763,Adrienne Steele and Sophie Warny,10.1080/00368121.2013.792763," 

https://doi.org/10.1080/00368121.2013.792763


",Science Activities,2,62--71,Routledge,Reconstructing Earth's Past Climates: The Hidden Secrets of Pollen," 

https://doi.org/10.1080/00368121.2013.792763


",50,2013
article,doi:10.1080/00368121.2018.1564729,Hakan Isik and Muhammet Mustafa Alpaslan,10.1080/00368121.2018.1564729," 

https://doi.org/10.1080/00368121.2018.1564729


",Science Activities,3-4,149--155,Routledge,Planning a lab lesson on the law of thermal conduction with learning by preparing to teach design," 

https://doi.org/10.1080/00368121.2018.1564729


",55,2018
article,doi:10.1080/21670811.2014.976399,Seth C. Lewis,10.1080/21670811.2014.976399," 

https://doi.org/10.1080/21670811.2014.976399


",Digital Journalism,3,321--330,Routledge,Journalism In An Era Of Big Data," 

https://doi.org/10.1080/21670811.2014.976399


",3,2015
article,doi:10.1080/24758779.2016.12420454,Julie H. Yu and Sara C. Heredia,10.1080/24758779.2016.12420454," 

https://doi.org/10.1080/24758779.2016.12420454


",Connected Science Learning,2,12420454,Routledge,A Hub for STEM Learning," 

https://doi.org/10.1080/24758779.2016.12420454


",1,2016
article,doi:10.5408/14-004.1,"Christopher Lant, Blanca Pérez-Lapeña, Weidong Xiong, Steven Kraft, Rhonda Kowalchuk and Michael Blair",10.5408/14-004.1," 

https://doi.org/10.5408/14-004.1


",Journal of Geoscience Education,2,115--124,Routledge,"Environmental Systems Simulations for Carbon, Energy, Nitrogen, Water, and Watersheds: Design Principles and Pilot Testing"," 

https://doi.org/10.5408/14-004.1


",64,2016
