ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/10986065.2018.1403544,Andrea A. diSessa,10.1080/10986065.2018.1403544," 

https://doi.org/10.1080/10986065.2018.1403544


",Mathematical Thinking and Learning,1,3--31,Routledge,Computational Literacy and “The Big Picture” Concerning Computers in Mathematics Education," 

https://doi.org/10.1080/10986065.2018.1403544


",20,2018
article,doi:10.1080/1046560X.2020.1808757,"Vance Kite, Soonhye Park, Katherine McCance and Elsun Seung",10.1080/1046560X.2020.1808757," 

https://doi.org/10.1080/1046560X.2020.1808757


",Journal of Science Teacher Education,3,243--264,Routledge,Secondary Science Teachers’ Understandings of the Epistemic Nature of Science Practices," 

https://doi.org/10.1080/1046560X.2020.1808757


",32,2021
article,doi:10.1080/0161956X.2020.1745612,Ugur Kale and Mete Akcaoglu,10.1080/0161956X.2020.1745612," 

https://doi.org/10.1080/0161956X.2020.1745612


",Peabody Journal of Education,2,127--138,Routledge,Problem Solving and Teaching How to Solve Problems in Technology-Rich Contexts," 

https://doi.org/10.1080/0161956X.2020.1745612


",95,2020
article,doi:10.1080/15391523.2018.1553024,"Tuba Ketenci, Brendan Calandra, Lauren Margulieux and Jonathan Cohen",10.1080/15391523.2018.1553024," 

https://doi.org/10.1080/15391523.2018.1553024


",Journal of Research on Technology in Education,1,63--76,Routledge,The Relationship Between Learner Characteristics and Student Outcomes in a Middle School Computing Course: An Exploratory Analysis Using Structural Equation Modeling," 

https://doi.org/10.1080/15391523.2018.1553024


",51,2019
article,doi:10.1080/08872376.2021.12291413,Arthur Louis Odom and Clare V. Bell,10.1080/08872376.2021.12291413," 

https://doi.org/10.1080/08872376.2021.12291413


",Science Scope,5,38--45,Routledge,Shaking Out Probability," 

https://doi.org/10.1080/08872376.2021.12291413


",44,2021
article,doi:10.1080/08872376.2021.12291410,"Joanne Caniglia, Michelle Meadows, Davison Mupinga and Katrina Halasa",10.1080/08872376.2021.12291410," 

https://doi.org/10.1080/08872376.2021.12291410


",Science Scope,5,10--15,Routledge,Teacher’s Toolkit: Closing the Achievement Gap by Bringing STEM Kits Home," 

https://doi.org/10.1080/08872376.2021.12291410


",44,2021
article,doi:10.1080/08872376.2021.12291418,Bob Riddle,10.1080/08872376.2021.12291418," 

https://doi.org/10.1080/08872376.2021.12291418


",Science Scope,5,72--78,Routledge,Scope on the Skies: Earth Watch," 

https://doi.org/10.1080/08872376.2021.12291418


",44,2021
article,doi:10.1080/08872376.2021.12291416,Jill Nugent,10.1080/08872376.2021.12291416," 

https://doi.org/10.1080/08872376.2021.12291416


",Science Scope,5,61--63,Routledge,Citizen Science: Conservation Cameras: From the Wild to Your Classroom," 

https://doi.org/10.1080/08872376.2021.12291416


",44,2021
article,doi:10.1080/27658511.2024.2391615,"Dana Christensen, Adam Aguiar and Jared Handelman",10.1080/27658511.2024.2391615," 

https://doi.org/10.1080/27658511.2024.2391615


",Sustainable Environment,1,2391615,Taylor \& Francis,Comparisons of Morone saxatilis catch variables from a research effort intended to bridge the scientific and angling communities: From the lens of environmental sustainability education," 

https://doi.org/10.1080/27658511.2024.2391615


",10,2024
article,doi:10.1080/08872376.2021.12291412,Hanan Alyami and Paul Asunda,10.1080/08872376.2021.12291412," 

https://doi.org/10.1080/08872376.2021.12291412


",Science Scope,5,28--36,Routledge,Oil Spill eSTEMation: Using Mathematical Estimation and Modelling to Rescue Our Oceans," 

https://doi.org/10.1080/08872376.2021.12291412


",44,2021
article,doi:10.1080/08872376.2021.12291414,Katherine Carman and Jerrid Kruse,10.1080/08872376.2021.12291414," 

https://doi.org/10.1080/08872376.2021.12291414


",Science Scope,5,46--52,Routledge,The Energy Zipline," 

https://doi.org/10.1080/08872376.2021.12291414


",44,2021
article,doi:10.1080/10511970.2012.718729,Boyan Kostadinov,10.1080/10511970.2012.718729," 

https://doi.org/10.1080/10511970.2012.718729


",PRIMUS,3,208--223,Taylor \& Francis,Simulation Insights Using R," 

https://doi.org/10.1080/10511970.2012.718729


",23,2013
article,doi:10.1080/21532974.2019.1685340,Rachelle Dene Poth,10.1080/21532974.2019.1685340," 

https://doi.org/10.1080/21532974.2019.1685340


",Journal of Digital Learning in Teacher Education,1,2--3,Routledge,Preparing for Our Future," 

https://doi.org/10.1080/21532974.2019.1685340


",36,2020
article,doi:10.1080/10691898.2020.1841591,Andrew Hoegh,10.1080/10691898.2020.1841591," 

https://doi.org/10.1080/10691898.2020.1841591


",Journal of Statistics Education,3,222--228,Taylor \& Francis,Why Bayesian Ideas Should Be Introduced in the Statistics Curricula and How to Do So," 

https://doi.org/10.1080/10691898.2020.1841591


",28,2020
article,doi:10.1080/15391523.2020.1816864,"Debra Bernstein, Karen Mutch-Jones, Michael Cassidy and Emily Hamner",10.1080/15391523.2020.1816864," 

https://doi.org/10.1080/15391523.2020.1816864


",Journal of Research on Technology in Education,2,161--176,Routledge,Teaching with robotics: creating and implementing integrated units in middle school subjects," 

https://doi.org/10.1080/15391523.2020.1816864


",54,2022
article,doi:10.1080/08993408.2010.501226,Pekka Kilpeläinen,10.1080/08993408.2010.501226," 

https://doi.org/10.1080/08993408.2010.501226


",Computer Science Education,3,181--199,Routledge,Do all roads lead to Rome? (Or reductions for dummy travelers)," 

https://doi.org/10.1080/08993408.2010.501226


",20,2010
article,doi:10.1080/24758779.2021.12318684,Vanora Thomas and Peta-Gay Clarke,10.1080/24758779.2021.12318684," 

https://doi.org/10.1080/24758779.2021.12318684


",Connected Science Learning,2,12318684,Routledge,Encouraging Student Persistence," 

https://doi.org/10.1080/24758779.2021.12318684


",3,2021
article,doi:10.1080/15391523.2022.2036653,Liat Bodaker and Rinat B. Rosenberg-Kima,10.1080/15391523.2022.2036653," 

https://doi.org/10.1080/15391523.2022.2036653


",Journal of Research on Technology in Education,5,799--816,Routledge,Online pair-programming: elementary school children learning scratch together online," 

https://doi.org/10.1080/15391523.2022.2036653


",55,2023
article,doi:10.1080/15391523.2024.2398527,Megan Hopkins and Hayley Weddle,10.1080/15391523.2024.2398527," 

https://doi.org/10.1080/15391523.2024.2398527


",Journal of Research on Technology in Education,0,1--15,Routledge,Computer science for secondary multilingual learners: how school policies and practices enable and constrain equitable access," 

https://doi.org/10.1080/15391523.2024.2398527


",0,2024
article,doi:10.1080/15391523.2014.888272,"Jill Denner, Linda Werner, Shannon Campe and Eloy Ortiz",10.1080/15391523.2014.888272," 

https://doi.org/10.1080/15391523.2014.888272


",Journal of Research on Technology in Education,3,277--296,Routledge,Pair Programming: Under What Conditions Is It Advantageous for Middle School Students?," 

https://doi.org/10.1080/15391523.2014.888272


",46,2014
article,doi:10.1080/20004508.2022.2072575,"O.E. Holo, E.N. Kveim, M.S. Lysne, L.H. Taraldsen and F.O. Haara",10.1080/20004508.2022.2072575," 

https://doi.org/10.1080/20004508.2022.2072575


",Education Inquiry,4,513--528,Routledge,A review of research on teaching of computer programming in primary school mathematics: moving towards sustainable classroom action," 

https://doi.org/10.1080/20004508.2022.2072575


",14,2023
article,doi:10.1080/1046560X.2024.2391639,Christine G. Schnittka and Mark A. Brenneman,10.1080/1046560X.2024.2391639," 

https://doi.org/10.1080/1046560X.2024.2391639


",Journal of Science Teacher Education,0,1--19,Routledge,Where’s the Peanut Butter? Journaling about Science Practices in Everyday Life," 

https://doi.org/10.1080/1046560X.2024.2391639


",0,2024
article,doi:10.1080/08993408.2018.1429062,Michael Lachney,10.1080/08993408.2018.1429062," 

https://doi.org/10.1080/08993408.2018.1429062


",Computer Science Education,3-4,175--196,Routledge,Computational communities: African-American cultural capital in computer science education," 

https://doi.org/10.1080/08993408.2018.1429062


",27,2017
article,doi:10.1080/07380569.2021.1911540,"Suhkyung Shin, Jongpil Cheon and Sungwon Shin",10.1080/07380569.2021.1911540," 

https://doi.org/10.1080/07380569.2021.1911540


",Computers in the Schools,2,98--124,Routledge,Teachers’ Perceptions of First-Year Implementation of Computer Science Curriculum in Middle School: How We Can Support CS Initiatives," 

https://doi.org/10.1080/07380569.2021.1911540


",38,2021
article,doi:10.1080/10665684.2014.866869,Sepehr Vakil,10.1080/10665684.2014.866869," 

https://doi.org/10.1080/10665684.2014.866869


",Equity \& Excellence in Education,1,31--45,Routledge,A Critical Pedagogy Approach for Engaging Urban Youth in Mobile App Development in an After-School Program," 

https://doi.org/10.1080/10665684.2014.866869


",47,2014
article,doi:10.1080/17439884.2018.1563106,Helen Melander Bowden,10.1080/17439884.2018.1563106," 

https://doi.org/10.1080/17439884.2018.1563106


","Learning, Media and Technology",2,124--143,Routledge,"Problem-solving in collaborative game design practices: epistemic stance, affect, and engagement"," 

https://doi.org/10.1080/17439884.2018.1563106


",44,2019
article,doi:10.1080/00220620.2015.1038693,Ben Williamson,10.1080/00220620.2015.1038693," 

https://doi.org/10.1080/00220620.2015.1038693


",Journal of Educational Administration and History,3,251--271,Routledge,"Governing methods: policy innovation labs, design and data science in the digital governance of education"," 

https://doi.org/10.1080/00220620.2015.1038693


",47,2015
article,doi:10.1080/10645578.2020.1732184,"Madhu Govind, Emily Relkin and Marina Umaschi Bers",10.1080/10645578.2020.1732184," 

https://doi.org/10.1080/10645578.2020.1732184


",Visitor Studies,1,46--65,Routledge,Engaging Children and Parents to Code Together Using the ScratchJr App," 

https://doi.org/10.1080/10645578.2020.1732184


",23,2020
article,doi:10.1080/10665684.2016.1227157,Clifford H. Lee and Elisabeth Soep,10.1080/10665684.2016.1227157," 

https://doi.org/10.1080/10665684.2016.1227157


",Equity \& Excellence in Education,4,480--492,Routledge,None But Ourselves Can Free Our Minds: Critical Computational Literacy as a Pedagogy of Resistance," 

https://doi.org/10.1080/10665684.2016.1227157


",49,2016
article,doi:10.1080/08993408.2023.2268378,"Michael Lachney, Madison C. Allen Kuyenga, Jada Phelps, Aman Yadav and Matt Drazin",10.1080/08993408.2023.2268378," 

https://doi.org/10.1080/08993408.2023.2268378


",Computer Science Education,0,1--35,Routledge,“Everybody’s searching their roots”: centering Black nature-cultures of belonging in non-compulsory computer science education," 

https://doi.org/10.1080/08993408.2023.2268378


",0,2023
article,doi:10.1080/21670811.2014.976409,Mary Lynn Young and Alfred Hermida,10.1080/21670811.2014.976409," 

https://doi.org/10.1080/21670811.2014.976409


",Digital Journalism,3,381--397,Routledge,From Mr. and Mrs. Outlier To Central Tendencies," 

https://doi.org/10.1080/21670811.2014.976409


",3,2015
article,doi:10.1080/10494820.2024.2308092,"Ching-Yi Chang, Hsiu-Ju Jen and Jie Chi Yang",10.1080/10494820.2024.2308092," 

https://doi.org/10.1080/10494820.2024.2308092


",Interactive Learning Environments,0,1--16,Routledge,Integrating scenario game-based learning with the experiential learning strategy to facilitate nursing students’ learning performance and core competencies in labor support training," 

https://doi.org/10.1080/10494820.2024.2308092


",0,2024
article,doi:10.1080/09669760.2021.1892599,Marie Fridberg and Andreas Redfors,10.1080/09669760.2021.1892599," 

https://doi.org/10.1080/09669760.2021.1892599


",International Journal of Early Years Education,2,405--419,Routledge,Teachers’ and children’s use of words during early childhood STEM teaching supported by robotics," 

https://doi.org/10.1080/09669760.2021.1892599


",32,2024
article,doi:10.1080/07370008.2023.2270094,"Nicole Panorkou, Toni York and Erell Germia",10.1080/07370008.2023.2270094," 

https://doi.org/10.1080/07370008.2023.2270094


",Cognition and Instruction,1,124--158,Routledge,Using Debugging as a Platform for Transdisciplinary Learning," 

https://doi.org/10.1080/07370008.2023.2270094


",42,2024
article,doi:10.1080/10494820.2022.2129392,"Min-Chi Chiu, Gwo-Jen Hwang and Yun-Fang Tu",10.1080/10494820.2022.2129392," 

https://doi.org/10.1080/10494820.2022.2129392


",Interactive Learning Environments,5,1834--1859,Routledge,"Roles, applications, and research designs of robots in science education: a systematic review and bibliometric analysis of journal publications from 1996 to 2020"," 

https://doi.org/10.1080/10494820.2022.2129392


",32,2024
article,doi:10.1080/1046560X.2021.1911456,Helen Douglass and Geeta Verma,10.1080/1046560X.2021.1911456," 

https://doi.org/10.1080/1046560X.2021.1911456


",Journal of Science Teacher Education,3,247--261,Routledge,Examining STEM Teaching at the Intersection of Informal and Formal Spaces: Exploring Science Pre-service Elementary Teacher Preparation," 

https://doi.org/10.1080/1046560X.2021.1911456


",33,2022
article,doi:10.1080/10494820.2024.2372832,"Qing Guo, Yanting He, Yuqing Chen and Cuilan Qiao",10.1080/10494820.2024.2372832," 

https://doi.org/10.1080/10494820.2024.2372832


",Interactive Learning Environments,0,1--24,Routledge,Design and application of computational modeling in science education research: a systematic review," 

https://doi.org/10.1080/10494820.2024.2372832


",0,2024
article,doi:10.1080/02693798708927821,"STAN OPENSHAW, MARTIN CHARLTON, COLIN WYMER and ALAN CRAFT",10.1080/02693798708927821," 

https://doi.org/10.1080/02693798708927821


",International journal of geographical information systems,4,335--358,Taylor \& Francis,A Mark 1 Geographical Analysis Machine for the automated analysis of point data sets," 

https://doi.org/10.1080/02693798708927821


",1,1987
article,doi:10.1080/21532974.2023.2210317,Emma Edstrand and Jeanette Sjöberg,10.1080/21532974.2023.2210317," 

https://doi.org/10.1080/21532974.2023.2210317


",Journal of Digital Learning in Teacher Education,3,132--144,Routledge,Professional digital competence (PDC) in teacher education – teacher candidates reasoning about programming when involved in problem-solving activities with digital tools," 

https://doi.org/10.1080/21532974.2023.2210317


",39,2023
article,doi:10.1080/10447318.2022.2163783,"Xinyuan Wang, Qian Xing, Qiao Jin and Danli Wang",10.1080/10447318.2022.2163783," 

https://doi.org/10.1080/10447318.2022.2163783


",International Journal of Human–Computer Interaction,10,2622--2640,Taylor \& Francis,“Be a Lighting Programmer”: Supporting Children Collaborative Learning through Tangible Programming System," 

https://doi.org/10.1080/10447318.2022.2163783


",40,2024
article,doi:10.1080/00368148.2024.2340791,"Alesia Mickle Moldavan, Bailey Nafziger and Katie Brkich",10.1080/00368148.2024.2340791," 

https://doi.org/10.1080/00368148.2024.2340791


",Science and Children,3,74--78,Routledge,A Bird Beak Data Buffet," 

https://doi.org/10.1080/00368148.2024.2340791


",61,2024
article,doi:10.1080/26390043.2015.12067789,Hanna Kim,10.1080/26390043.2015.12067789," 

https://doi.org/10.1080/26390043.2015.12067789


",NABE Journal of Research and Practice,1,231--253,Routledge,Effects of Science and Engineering Practices on Science Achievement and Attitudes of Diverse Students including ELLs," 

https://doi.org/10.1080/26390043.2015.12067789


",6,2015
article,doi:10.1080/00313831.2021.1897879,Kajsa Bråting and Cecilia Kilhamn,10.1080/00313831.2021.1897879," 

https://doi.org/10.1080/00313831.2021.1897879


",Scandinavian Journal of Educational Research,4,594--609,Routledge,The Integration of Programming in Swedish School Mathematics: Investigating Elementary Mathematics Textbooks," 

https://doi.org/10.1080/00313831.2021.1897879


",66,2022
article,doi:10.1080/1046560X.2024.2316434,"Amy Tankersley, Elizabeth Hasseler, Elizabeth Lewis, Lyrica Lucas and Brandon Helding",10.1080/1046560X.2024.2316434," 

https://doi.org/10.1080/1046560X.2024.2316434


",Journal of Science Teacher Education,6,572--593,Routledge,Science Teachers’ Initial Use of NGSS Science Practices in Diverse Classrooms," 

https://doi.org/10.1080/1046560X.2024.2316434


",35,2024
article,doi:10.1080/17439884.2020.1727500,Helen Melander Bowden and Pål Aarsand,10.1080/17439884.2020.1727500," 

https://doi.org/10.1080/17439884.2020.1727500


","Learning, Media and Technology",4,376--394,Routledge,Designing and assessing digital games in a classroom: an emerging culture of critique," 

https://doi.org/10.1080/17439884.2020.1727500


",45,2020
article,doi:10.1080/08993408.2023.2209474,Olgun Sadik and Anne Todd Ottenbreit-Leftwich,10.1080/08993408.2023.2209474," 

https://doi.org/10.1080/08993408.2023.2209474


",Computer Science Education,2,252--284,Routledge,Understanding U.S. secondary computer science teachers’ challenges and needs," 

https://doi.org/10.1080/08993408.2023.2209474


",34,2024
article,doi:10.1080/1046560X.2021.2004641,Heidi Masters and Jennifer Docktor,10.1080/1046560X.2021.2004641," 

https://doi.org/10.1080/1046560X.2021.2004641


",Journal of Science Teacher Education,7,786--813,Routledge,Preservice Teachers’ Abilities and Confidence with Constructing Scientific Explanations as Scaffolds are Faded in a Physics Course for Educators," 

https://doi.org/10.1080/1046560X.2021.2004641


",33,2022
article,doi:10.1080/1046560X.2017.1415616,"Emily J. S. Kang, Corinne Donovan and Mary Jean McCarthy",10.1080/1046560X.2017.1415616," 

https://doi.org/10.1080/1046560X.2017.1415616


",Journal of Science Teacher Education,1,9--29,Routledge,Exploring Elementary Teachers’ Pedagogical Content Knowledge and Confidence in Implementing the NGSS Science and Engineering Practices," 

https://doi.org/10.1080/1046560X.2017.1415616


",29,2018
article,doi:10.1080/21532974.2017.1387831,"Susanne Kjällander, Anna Åkerfeldt, Linda Mannila and Peter Parnes",10.1080/21532974.2017.1387831," 

https://doi.org/10.1080/21532974.2017.1387831


",Journal of Digital Learning in Teacher Education,1,18--30,Routledge,Makerspaces Across Settings: Didactic Design for Programming in Formal and Informal Teacher Education in the Nordic Countries," 

https://doi.org/10.1080/21532974.2017.1387831


",34,2018
article,doi:10.1080/01596306.2015.1075703,Elizabeth de Freitas,10.1080/01596306.2015.1075703," 

https://doi.org/10.1080/01596306.2015.1075703


",Discourse: Studies in the Cultural Politics of Education,5,650--661,Routledge,"Number sense and the calculating child: Measure, multiplicity and mathematical monsters"," 

https://doi.org/10.1080/01596306.2015.1075703


",37,2016
