ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year
article,doi:10.1080/14703297.2020.1787740,Haoda Feng,10.1080/14703297.2020.1787740," 

https://doi.org/10.1080/14703297.2020.1787740


",Innovations in Education and Teaching International,4,506--508,SRHE Website,Digital technologies: Sustainable innovations for improving teaching and learning," 

https://doi.org/10.1080/14703297.2020.1787740


",57,2020
article,doi:10.1080/00368555.2023.2292331,"Elizabeth Vicario, Rita Ortiz, Kofi Acheaw Owusu, Allan Feldman, Kebreab Ghebremichael and Sarina J. Ergas",10.1080/00368555.2023.2292331," 

https://doi.org/10.1080/00368555.2023.2292331


",The Science Teacher,1,22--30,Routledge,Engaging Students in Waste-to-Energy Research Using Model Biodigesters," 

https://doi.org/10.1080/00368555.2023.2292331


",91,2024
article,doi:10.1080/19434812.2019.12292389,Ashley Delaney and Kari Jurgenson,10.1080/19434812.2019.12292389," 

https://doi.org/10.1080/19434812.2019.12292389


",Science and Children,1,82--88,Routledge,Engineering Encounters: Building Bridges," 

https://doi.org/10.1080/19434812.2019.12292389


",57,2019
article,doi:10.1080/08993408.2020.1751525,"Sara Vogel, Christopher Hoadley, Ana Rebeca Castillo and Laura Ascenzi-Moreno",10.1080/08993408.2020.1751525," 

https://doi.org/10.1080/08993408.2020.1751525


",Computer Science Education,4,420--443,Routledge,"Languages, literacies and literate programming: can we use the latest theories on how bilingual people learn to help us teach computational literacies?"," 

https://doi.org/10.1080/08993408.2020.1751525


",30,2020
article,doi:10.1080/08993408.2021.1968117,Brian Dorn and Jan Vahrenhold,10.1080/08993408.2021.1968117," 

https://doi.org/10.1080/08993408.2021.1968117


",Computer Science Education,3,313--314,Routledge,Editorial," 

https://doi.org/10.1080/08993408.2021.1968117


",31,2021
article,doi:10.1080/0020739X.2024.2337934,"Jewoong Moon, Sheunghyun Yeo, Qi Si and Abiodun Stephen Ijeluola",10.1080/0020739X.2024.2337934," 

https://doi.org/10.1080/0020739X.2024.2337934


",International Journal of Mathematical Education in Science and Technology,0,1--29,Taylor \& Francis,A scoping review of game-based learning for mathematics teacher education," 

https://doi.org/10.1080/0020739X.2024.2337934


",0,2024
article,doi:10.1080/0144929X.2024.2317377,"Christian Navarro-Cota, Ana I. Molina, Miguel A. Redondo and Carmen Lacave",10.1080/0144929X.2024.2317377," 

https://doi.org/10.1080/0144929X.2024.2317377


",Behaviour \& Information Technology,0,1--19,Taylor \& Francis,Individual differences in computer programming: a systematic review," 

https://doi.org/10.1080/0144929X.2024.2317377


",0,2024
article,doi:10.1080/08993408.2023.2284501,Brian Dorn and Jan Vahrenhold,10.1080/08993408.2023.2284501," 

https://doi.org/10.1080/08993408.2023.2284501


",Computer Science Education,4,483--484,Routledge,Editorial," 

https://doi.org/10.1080/08993408.2023.2284501


",33,2023
article,doi:10.1080/17569370.2024.2371171,Sandy Black,10.1080/17569370.2024.2371171," 

https://doi.org/10.1080/17569370.2024.2371171


",Fashion Practice,2,163--166,Routledge,Editorial," 

https://doi.org/10.1080/17569370.2024.2371171


",16,2024
article,doi:10.1080/21532974.2017.1398980,Torrey Trust,10.1080/21532974.2017.1398980," 

https://doi.org/10.1080/21532974.2017.1398980


",Journal of Digital Learning in Teacher Education,1,1--3,Routledge,2017 ISTE Standards for Educators: From Teaching With Technology to Using Technology to Empower Learners," 

https://doi.org/10.1080/21532974.2017.1398980


",34,2018
