ENTRYTYPE,ID,author,doi,eprint,journal,note,number,pages,publisher,title,url,volume,year
article,doi:10.1080/10899995.2022.2126652,Nancy A. Price,10.1080/10899995.2022.2126652," 

https://doi.org/10.1080/10899995.2022.2126652


",Journal of Geoscience Education,,2,253--265,Routledge,Practice-Crosscutting Concept pairs of the NGSS and ways of knowing in the Earth \& Space Sciences," 

https://doi.org/10.1080/10899995.2022.2126652


",71,2023
article,doi:10.1080/17439884.2020.1781889,"Maureen Mauk, Rebekah Willett and Natalie Coulter",10.1080/17439884.2020.1781889," 

https://doi.org/10.1080/17439884.2020.1781889


","Learning, Media and Technology",,4,395--408,Routledge,The can-do girl goes to coding camp: a discourse analysis of news reports on coding initiatives designed for girls," 

https://doi.org/10.1080/17439884.2020.1781889


",45,2020
article,doi:10.1080/15313220.2014.907959,Massimo Morellato,10.1080/15313220.2014.907959," 

https://doi.org/10.1080/15313220.2014.907959


",Journal of Teaching in Travel \& Tourism,,2,184--209,Routledge,Digital Competence in Tourism Education: Cooperative-experiential Learning," 

https://doi.org/10.1080/15313220.2014.907959


",14,2014
article,doi:10.1080/15391523.2013.10782614,Louise P. Flannery and Marina Umaschi Bers,10.1080/15391523.2013.10782614," 

https://doi.org/10.1080/15391523.2013.10782614


",Journal of Research on Technology in Education,,1,81--101,Routledge,Let’s Dance the “Robot Hokey-Pokey!”," 

https://doi.org/10.1080/15391523.2013.10782614


",46,2013
article,doi:10.1080/00031305.2018.1482784,Amelia McNamara,10.1080/00031305.2018.1482784," 

https://doi.org/10.1080/00031305.2018.1482784


",The American Statistician,,4,375--384,ASA Website,Key Attributes of a Modern Statistical Computing Tool," 

https://doi.org/10.1080/00031305.2018.1482784


",73,2019
article,doi:10.1080/15391523.2022.2135144,"Selena Steinberg, Melissa Gresalfi, Lauren Vogelstein and Corey Brady",10.1080/15391523.2022.2135144," 

https://doi.org/10.1080/15391523.2022.2135144


",Journal of Research on Technology in Education,,3,314--331,Routledge,Coding choreography: Understanding student responses to representational incompatibilities between dance and programming," 

https://doi.org/10.1080/15391523.2022.2135144


",56,2024
article,doi:10.1080/08993408.2018.1523574,Brian Dorn and Jan Vahrenhold,10.1080/08993408.2018.1523574," 

https://doi.org/10.1080/08993408.2018.1523574


",Computer Science Education,,2,113--116,Routledge,EDITORIAL," 

https://doi.org/10.1080/08993408.2018.1523574


",28,2018
article,doi:10.1080/00368555.2020.12293501,"Claudia Bode, William G. Welch, Sarah Abeita and Julian R. Silverman",10.1080/00368555.2020.12293501," 

https://doi.org/10.1080/00368555.2020.12293501


",The Science Teacher,,6,20--22,Routledge,Idea Bank: Versatile 3D Printed Colorimetry Toolkits," 

https://doi.org/10.1080/00368555.2020.12293501


",87,2020
article,doi:10.1080/00393541.2015.11666278,Mary Ann Stankiewicz,10.1080/00393541.2015.11666278," 

https://doi.org/10.1080/00393541.2015.11666278


",Studies in Art Education,,1,3--5,Routledge,Why Research in Art Education?," 

https://doi.org/10.1080/00393541.2015.11666278


",57,2015
article,doi:10.1080/00368555.2022.12293677,Holly Amerman,10.1080/00368555.2022.12293677," 

https://doi.org/10.1080/00368555.2022.12293677


",The Science Teacher,,4,10--11,Routledge,Resource Rendezvous: Pulsar: A Podcast," 

https://doi.org/10.1080/00368555.2022.12293677


",89,2022
article,doi:10.1080/15420353.2019.1691902,Nathan Piekielek and Marcy Bidney,10.1080/15420353.2019.1691902," 

https://doi.org/10.1080/15420353.2019.1691902


",Journal of Map \& Geography Libraries,,1,1--4,Routledge,"The More Things Change, The More They Stay The Same"," 

https://doi.org/10.1080/15420353.2019.1691902


",15,2019
article,doi:10.1080/20551940.2020.1742413,David C. Jackson,10.1080/20551940.2020.1742413," 

https://doi.org/10.1080/20551940.2020.1742413


",Sound Studies,,2,260--263,Routledge,Inscriptive instruments: emergent sonic technologies from the analog to the digital," 

https://doi.org/10.1080/20551940.2020.1742413


",6,2020
article,doi:10.1080/00038628.2020.1732060,A. Benjamin Spaeth,10.1080/00038628.2020.1732060," 

https://doi.org/10.1080/00038628.2020.1732060


",Architectural Science Review,,2,103--104,Taylor \& Francis,Editorial," 

https://doi.org/10.1080/00038628.2020.1732060


",63,2020
article,doi:10.1080/00368555.2023.2292333,"Hannah Hellman, Laura Peticolas and Lynn Cominsky",10.1080/00368555.2023.2292333," 

https://doi.org/10.1080/00368555.2023.2292333


",The Science Teacher,,1,31--35,Routledge,Teaching for Tomorrow: Science Literacy in The Classroom," 

https://doi.org/10.1080/00368555.2023.2292333


",91,2024
article,doi:10.1080/21532974.2013.10784720,David Gibson,10.1080/21532974.2013.10784720," 

https://doi.org/10.1080/21532974.2013.10784720


",Journal of Digital Learning in Teacher Education,,1,4--10,Routledge,Assessing Teaching Skills with a Mobile Simulation," 

https://doi.org/10.1080/21532974.2013.10784720


",30,2013
article,doi:10.1080/00368555.2022.12293719,Holly Amerman,10.1080/00368555.2022.12293719," 

https://doi.org/10.1080/00368555.2022.12293719


",The Science Teacher,,1,14--15,Routledge,Resource Rendezvous: Our Great National Parks," 

https://doi.org/10.1080/00368555.2022.12293719


",90,2022
article,doi:10.1080/00031305.2016.1277160,Amy L. Phelps and Kathryn A. Szabat,10.1080/00031305.2016.1277160," 

https://doi.org/10.1080/00031305.2016.1277160


",The American Statistician,,2,155--161,ASA Website,The Current Landscape of Teaching Analytics to Business Students at Institutions of Higher Education: Who is Teaching What?," 

https://doi.org/10.1080/00031305.2016.1277160


",71,2017
article,doi:10.1080/17512786.2017.1320773,David Caswell and Konstantin Dörr,10.1080/17512786.2017.1320773," 

https://doi.org/10.1080/17512786.2017.1320773


",Journalism Practice,,4,477--496,Routledge,Automated Journalism 2.0: Event-driven narratives," 

https://doi.org/10.1080/17512786.2017.1320773


",12,2018
